id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3191,Home in Southern Suburbs · ★4.81 · 1 bedroom · 1 bed · 1 bath,3754,Brigitte,,Ward 57,-33.94762,18.47599,Entire home/apt,685,3,74,2023-04-02,0.60,1,293,8,
15007,Home in Cape Town · ★4.82 · 3 bedrooms · 4 beds · 3 baths,59072,Dirk,,Ward 23,-33.80001,18.46063,Entire home/apt,3187,2,46,2023-05-04,0.40,2,313,9,
15077,Rental unit in Tableview - Sunset Beach · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,59342,Georg,,Ward 4,-33.858356,18.490376,Private room,1115,2,7,2022-06-16,0.05,6,196,0,
15199,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,59694,Alexa,,Ward 115,-33.91115,18.41235,Entire home/apt,2500,14,2,2016-04-15,0.02,1,365,0,
15285,Guesthouse in Southern Suburbs · ★5.0 · 2 bedrooms · 4 beds · 1.5 baths,59964,Chris+Alison,,Ward 71,-34.03672,18.43006,Entire home/apt,1714,2,11,2022-01-17,0.08,3,0,0,
15354,Guest suite in Durbanville · 2 bedrooms · 2 beds · 1 bath,60196,Ian,,Ward 112,-33.83074,18.63142,Entire home/apt,650,3,0,,,1,0,0,
15480,Rental unit in Cape Town · ★4.36 · 1 bedroom · 1 bed · 1 bath,60443,Jean,,Ward 115,-33.92876,18.42247,Entire home/apt,690,30,23,2022-08-24,0.14,1,119,1,
15704,Villa in Cape Town · 6 bedrooms · 6 beds · 6.5 baths,61441,Kevin,,Ward 54,-33.9659,18.37724,Entire home/apt,22321,4,2,2023-03-01,0.03,7,316,1,
16259,Guesthouse in Southern Suburbs · ★5.0 · 1 bedroom · 1 bed · 1 bath,63255,Cheryl,,Ward 59,-33.99612,18.46563,Entire home/apt,995,2,16,2022-04-27,0.15,3,301,0,
18499,Home in Parow · 1 bedroom · 4 beds · 2 baths,71221,Abe,,Ward 2,-33.89034,18.58852,Private room,1099,7,0,,,1,0,0,
19271,Guest suite in Cape Town · ★4.94 · 1 bedroom · 1 bed · 1 bath,73439,Beverley,,Ward 59,-33.97918,18.45549,Entire home/apt,570,2,102,2023-06-01,0.74,5,285,23,
19384,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,73764,Ingrid,,Ward 77,-33.92674,18.40597,Entire home/apt,1400,1,9,2023-03-29,0.12,1,70,3,
19561,Rental unit in Durbanville · 1 bedroom · 3 beds · 1 bath,74188,Cherry,,Ward 103,-33.84229,18.67832,Private room,3727,2,0,,,1,0,0,
19658,Home in Milnerton · 1 bedroom · 1 bed · 1 bath,74504,Ricardo,,Ward 5,-33.87208,18.53586,Private room,1863,7,0,,,1,0,0,
20125,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,76161,Debbie,,Ward 73,-34.0259,18.48428,Private room,1583,1,0,,,1,0,0,
20263,Villa in Fish Hoek · 3 bedrooms · 3 beds · 3 baths,837661,Daniel,,Ward 64,-34.13647,18.41994,Entire home/apt,5500,5,1,2023-01-03,0.17,2,335,1,
20403,Home in Somerset West · 4 bedrooms · 8 beds · 2.5 baths,76971,Bronwyn,,Ward 84,-34.10292,18.8709,Entire home/apt,10248,7,0,,,1,0,0,
20670,Home in Muizenberg · 1 bedroom · 1 bed · 2 baths,78185,Gill,,Ward 64,-34.09151,18.48337,Private room,1397,3,0,,,1,0,0,
22994,Home in Cape Town · ★5.0 · 3 bedrooms · 4 beds · 3 baths,89107,Sandra,,Ward 58,-33.95784,18.48782,Entire home/apt,1403,7,16,2023-01-09,0.10,1,128,1,
28702,Serviced apartment in Southern Suburbs · 2 bedrooms · 1 bed · 1 bath,59964,Chris+Alison,,Ward 71,-34.03691,18.43124,Hotel room,1000,2,0,,,3,208,0,
28707,Rental unit in Southern Suburbs · ★5.0 · 1 bedroom · 2 beds · 1 bath,59964,Chris+Alison,,Ward 71,-34.03711,18.43086,Entire home/apt,1400,2,5,2022-02-20,0.04,3,245,0,
36347,Loft in Cape Town · ★4.79 · Studio · 2 beds · 1 bath,156196,Alan,,Ward 115,-33.92456,18.42238,Entire home/apt,760,4,267,2021-06-30,2.39,3,109,0,
36483,Home in Blouberg · ★4.76 · 1 bedroom · 3 beds · 1 private bath,156910,Dave,,Ward 107,-33.82157,18.48436,Private room,790,28,37,2020-02-17,0.26,6,364,0,
36485,Guest suite in Blouberg · ★4.90 · 1 bedroom · 2 beds · 1 private bath,156910,Dave,,Ward 107,-33.82063,18.48376,Private room,790,28,28,2022-12-19,0.18,6,365,1,
36499,Rental unit in Blouberg · ★4.68 · 1 bedroom · 2 beds · 1 bath,156910,Dave,,Ward 107,-33.81963,18.48455,Entire home/apt,790,2,32,2022-02-12,0.22,6,365,0,
82212,Rental unit in Cape Town · ★4.48 · 2 bedrooms · 3 beds · 1 bath,404176,Gayle,,Ward 54,-33.91788,18.38626,Entire home/apt,1423,2,31,2023-01-06,0.22,5,230,2,
96036,Home in Cape Town · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,510489,Christan,,Ward 115,-33.91017,18.41032,Entire home/apt,2800,4,23,2023-01-06,0.16,1,131,2,
101292,Guest suite in Cape Town · ★4.86 · 2 bedrooms · 1 bed · 1 bath,531026,Carey,,Ward 64,-34.10327,18.47259,Entire home/apt,450,1,37,2022-05-31,0.30,1,146,0,
103507,Home in Cape Town · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,539579,Antony,,Ward 77,-33.93149,18.40555,Private room,1000,2,43,2019-01-01,0.30,7,0,0,
106673,Rental unit in Cape Town · ★4.85 · 2 bedrooms · 3 beds · 1 bath,552892,Mike,,Ward 23,-33.80609,18.46716,Entire home/apt,730,2,21,2021-12-24,0.21,3,331,0,
114218,Home in Cape Town · ★4.96 · 4 bedrooms · 4 beds · 3.5 baths,579839,Oliver,,Ward 77,-33.9386,18.39868,Entire home/apt,9170,5,24,2023-01-02,0.17,1,107,1,
122455,Home in Cape Town · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,613674,Randolf,,Ward 115,-33.91026,18.40473,Entire home/apt,5950,2,19,2023-03-17,1.08,1,269,9,
123012,Place to stay in Cape Town · ★4.70 · 2 beds · 1 bath,615652,Doreen,,Ward 77,-33.93136,18.40629,Entire home/apt,2600,1,33,2018-09-02,0.24,5,209,0,
123076,Place to stay in Cape Town · ★5.0 · 2 bedrooms · 4 beds · 2 baths,615652,Doreen,,Ward 77,-33.93266,18.40766,Entire home/apt,3500,1,16,2017-09-24,0.11,5,147,0,
133339,Cottage in Cape Town · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,654987,Alice,,Ward 77,-33.93576,18.40402,Private room,1200,3,100,2023-03-23,0.69,3,270,8,
146905,Home in Cape Town · ★3.33 · 3 bedrooms · 7 beds · 2 baths,710206,Pam,,Ward 23,-33.80229,18.46014,Entire home/apt,950,7,5,2020-01-10,0.06,1,0,0,
200211,Rental unit in Cape Town · ★4.76 · 2 bedrooms · 2 beds · 1 bath,978466,Anne-Lotte,,Ward 54,-33.9143,18.39538,Entire home/apt,1416,3,114,2023-04-14,0.80,1,179,8,
218269,Rental unit in Cape Town · ★4.88 · 1 bedroom · 1 bed · 1 bath,255784,Don & Jaco,,Ward 115,-33.93153,18.40756,Entire home/apt,705,14,95,2023-05-09,0.67,6,288,14,
231402,Loft in Cape Town · ★4.84 · 1 bedroom · 3 beds · 1 bath,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,1250,3,100,2022-03-28,0.71,2,250,0,
255987,Bed and breakfast in Cape Town · ★4.57 · 10 bedrooms · 16 beds · 32 shared baths,1345936,Gary,,Ward 54,-33.91478,18.39179,Private room,815,1,48,2023-04-02,0.74,6,349,16,
275876,Home in Cape Town · ★4.64 · 2 bedrooms · 3 beds · 1 bath,1441807,Martin,,Ward 77,-33.93284,18.40775,Entire home/apt,1318,2,146,2019-07-26,1.05,1,90,0,
281316,Rental unit in Cape Town · ★4.65 · 1 bedroom · 2 beds · 1 bath,539579,Antony,,Ward 77,-33.93254,18.40657,Entire home/apt,1150,2,20,2016-03-13,0.14,7,0,0,
282586,Loft in Cape Town · ★4.84 · Studio · 2 beds · 1 bath,1384294,Patrick,,Ward 54,-33.92649,18.38291,Entire home/apt,2605,3,38,2023-04-04,0.37,2,318,7,
282606,Rental unit in Cape Town · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,807223,Katrine,,Ward 59,-33.99628,18.46864,Private room,290,5,43,2023-04-17,0.34,3,280,5,
283053,Rental unit in Cape Town · ★4.82 · 2 bedrooms · 4 beds · 2 baths,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,1450,3,67,2023-02-27,0.48,2,172,2,
286894,Rental unit in Cape Town · ★4.91 · 1 bedroom · 2 beds · 1 bath,1492767,Paul,,Ward 54,-33.92169952392578,18.383554458618164,Entire home/apt,850,5,24,2023-06-02,0.17,2,142,5,
287211,Home in Cape Town · ★4.86 · 3 bedrooms · 4 beds · 3 baths,1494208,Fiona,,Ward 77,-33.93456,18.40321,Entire home/apt,2000,2,22,2023-01-22,0.19,1,80,2,
291205,Rental unit in Cape Town · ★4.88 · 1 bedroom · 2 beds · 1 bath,1512563,Hanne,,Ward 71,-34.07088,18.45068,Entire home/apt,850,3,18,2023-03-12,0.14,1,302,3,
292170,Home in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1513113,Sandra,,Ward 115,-33.93277,18.41939,Private room,700,3,7,2022-11-18,0.07,2,364,1,
298622,Rental unit in Cape Town · ★4.94 · 1 bedroom · 3 beds · 1 bath,1539169,Diane,,Ward 61,-34.20875,18.4594,Entire home/apt,1450,2,70,2023-04-14,0.51,1,274,4,
357793,Rental unit in Cape Town · ★4.74 · 2 bedrooms · 4 beds · 2 baths,1802190,Liliane,,Ward 115,-33.92528,18.42022,Entire home/apt,1750,4,210,2023-05-26,1.58,1,92,16,
357993,Guest suite in Cape Town · ★4.81 · 1 bedroom · 1 bed · 1 bath,1811942,Shannon,,Ward 54,-33.96455,18.38113,Entire home/apt,1300,2,107,2022-11-24,0.94,3,235,1,
363935,Home in Cape Town · ★4.25 · 3 bedrooms · 4 beds · 2 baths,1838554,Antje,,Ward 64,-34.10183,18.47495,Entire home/apt,1500,14,4,2020-12-30,0.04,2,0,0,
370531,Home in Cape Town · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,1867661,Claudia,,Ward 57,-33.939449310302734,18.467430114746094,Entire home/apt,1250,7,22,2023-06-10,0.16,1,70,2,
390198,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1952066,Rita,,Ward 54,-33.91351,18.39218,Private room,495,4,60,2023-04-16,0.44,8,217,6,
395538,Rental unit in Cape Town · ★4.57 · 2 bedrooms · 4 beds · 2.5 baths,1976676,Hiske,,Ward 115,-33.924,18.42221,Entire home/apt,4500,5,7,2018-01-02,0.06,1,268,0,
400107,Villa in Cape Town · ★4.98 · 5 bedrooms · 6 beds · 5.5 baths,1997313,Shirley,,Ward 54,-33.95426,18.37938,Entire home/apt,7475,2,45,2023-05-04,0.36,4,182,11,
428550,Home in Cape Town · 4 bedrooms · 4 beds · 4 baths,2130446,Heather,,Ward 61,-34.137981,18.328871,Entire home/apt,4500,2,2,2015-04-27,0.02,3,290,0,
469356,Cottage in Cape Town · ★5.0 · 3 bedrooms · 3 beds · 1 bath,2256975,Diana,,Ward 71,-34.06806,18.41225,Entire home/apt,3000,3,11,2023-03-20,0.20,1,216,9,
471729,Cottage in Cape Town · ★4.64 · 1 bedroom · 2 beds · 1 bath,2339584,Gregory,,Ward 61,-34.19988,18.37755,Entire home/apt,1111,2,64,2022-04-03,0.61,2,290,0,
473856,Rental unit in Cape Town · ★4.85 · 1 bedroom · 2 beds · 1 bath,2349400,Katrin,,Ward 115,-33.92786,18.41642,Entire home/apt,1600,1,169,2023-03-07,1.27,4,258,9,
474596,Home in Cape Town · ★5.0 · 5 bedrooms · 5 beds · 5.5 baths,2352753,Cindy,,Ward 58,-33.96919,18.4882,Entire home/apt,8000,10,3,2023-02-18,0.04,1,173,1,
487261,Rental unit in Cape Town · ★4.80 · 1 bedroom · 1 bed,914135,Cape Standard,,Ward 77,-33.92696,18.40316,Private room,750,2,6,2021-11-11,0.05,1,0,0,
498170,Home in Cape Town · ★4.83 · 1 bedroom · 1 bed · 1 private bath,2459900,Odette,,Ward 115,-33.90783,18.4044,Private room,1111,30,197,2022-12-20,1.47,2,364,3,
501475,Rental unit in Cape Town · ★4.92 · 2 bedrooms · 2 beds · 1 bath,2474454,Paul,,Ward 54,-33.92016,18.38566,Entire home/apt,1398,4,25,2023-05-28,0.20,1,71,8,
511147,Home in Cape Town · 2 bedrooms · 3 beds · 2 baths,2459900,Odette,,Ward 115,-33.90792,18.40452,Entire home/apt,2096,180,1,2022-10-15,0.12,2,357,1,
514629,Condo in Cape Town · ★4.82 · 1 bedroom · 1 bed · 1 bath,2534542,Tim & Diana,,Ward 77,-33.9369,18.43148,Entire home/apt,1014,8,57,2023-01-01,0.46,1,118,1,
516875,Rental unit in Cape Town · ★4.66 · 2 bedrooms · 2 beds · 2 baths,302466468,Donovan,,Ward 115,-33.91501,18.41935,Entire home/apt,2090,2,85,2023-02-09,0.66,1,254,8,
518545,Rental unit in Cape Town · ★3.83 · 2 bedrooms · 2 beds · 1 bath,2516345,Jaco,,Ward 115,-33.92218,18.42151,Entire home/apt,1522,3,6,2022-08-08,0.06,68,249,1,
518726,Villa in Cape Town · ★4.67 · 4 bedrooms · 9 beds · 4.5 shared baths,2552379,David,,Ward 105,-33.81008,18.62134,Private room,5950,4,3,2016-01-03,0.02,3,0,0,
518837,Rental unit in Cape Town · ★4.93 · 1 bedroom · 1 bed · 1 bath,2552971,Lucinda,,Ward 61,-34.13822,18.33371,Entire home/apt,800,2,57,2023-04-23,1.04,2,314,20,
543206,Guesthouse in Cape Town · ★5.0 · Studio · 2 beds · 1 private bath,2670647,Anja & Thomas,,Ward 69,-34.12146,18.39356,Private room,980,2,3,2019-12-26,0.03,2,340,0,
553936,Rental unit in Cape Town · 2 bedrooms · 3 beds · 1 bath,65714,John,,Ward 23,-33.81839,18.47531,Entire home/apt,908,4,1,2022-03-07,0.06,2,78,0,
563459,Home in South Africa  · ★5.0 · 1 bedroom · 1 bed · 1 bath,2762369,Karis,,Ward 115,-33.9099,18.40314,Entire home/apt,1000,2,43,2023-03-29,0.48,2,348,15,
565844,Villa in Cape Town · ★3.75 · 1 bedroom · 1 bed · 6 baths,2782178,Rik,,Ward 113,-33.82977,18.49745,Private room,912,4,4,2015-01-11,0.03,1,365,0,
576458,Loft in Cape Town · ★4.59 · 2 bedrooms · 3 beds · 2 baths,2835853,P.,,Ward 115,-33.92132,18.4181,Entire home/apt,1304,2,138,2023-04-07,1.08,1,133,6,
590826,Serviced apartment in Cape Town · ★4.0 · 1 bedroom · 4 beds · 1 bath,2915241,Nicole,,Ward 115,-33.91248,18.42548,Entire home/apt,1990,2,10,2023-02-21,0.09,4,316,1,
606963,Guesthouse in Cape Town · ★4.83 · 1 bedroom · 2 beds · 1 shared bath,3007248,Florian,,Ward 64,-34.12555,18.44886,Private room,1100,1,90,2023-04-20,0.72,19,343,11,
611956,Home in Cape Town · ★4.94 · 2 bedrooms · 3 beds · 2 baths,3035834,Darryl And Ron,,Ward 54,-33.91467,18.38925,Entire home/apt,1100,28,130,2021-01-05,1.00,3,0,0,
613068,Home in Cape Town · 2 bedrooms · 3 beds · 1 bath,2600948,Justino,,Ward 21,-33.88196,18.63907,Entire home/apt,2800,1,0,,,1,0,0,
617238,Rental unit in Cape Town · ★4.78 · 1 bedroom · 1 bed · 1 bath,1852795,Jenny,,Ward 115,-33.91553,18.41893,Entire home/apt,1300,5,46,2022-12-05,0.36,3,119,5,
636290,Rental unit in Cape Town · ★3.88 · 1 bedroom · 1 bed · 1 bath,2516345,Jaco,,Ward 115,-33.91129,18.41617,Entire home/apt,955,3,8,2023-01-06,0.07,68,211,1,
650049,Loft in Cape Town · ★4.92 · 1 bedroom · 1 bed · 1 bath,2824970,Claire,,Ward 115,-33.91789,18.41844,Entire home/apt,1063,2,241,2023-05-26,2.03,1,302,18,
653488,Hotel in Cape Town · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,3006485,Gordon,,Ward 115,-33.91129,18.41452,Private room,1080,2,15,2023-03-27,0.13,2,365,2,
659419,Serviced apartment in Cape Town · ★4.76 · 3 bedrooms · 6 beds · 3.5 baths,3326652,Fabrizio,,Ward 4,-33.85342,18.49401,Entire home/apt,2143,1,51,2023-05-17,0.76,11,280,16,
660090,Serviced apartment in Cape Town · ★4.33 · 2 bedrooms · 5 beds · 2 baths,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,2129,1,9,2022-01-06,0.12,11,254,0,
660099,Serviced apartment in Cape Town · ★4.78 · 1 bedroom · 1 bed · 1 bath,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,585,1,9,2023-02-19,0.18,11,288,1,
667072,Rental unit in Cape Town · ★4.81 · 2 bedrooms · 3 beds · 2 baths,3374257,Diana,,Ward 74,-34.04356,18.36675,Entire home/apt,1500,4,37,2023-01-30,0.32,2,337,4,
668544,Guest suite in Cape Town · ★4.97 · 2 bedrooms · 3 beds · 1.5 baths,3384207,Brenda,,Ward 74,-34.00744,18.34365,Private room,2481,4,39,2023-05-14,0.34,1,295,8,
670616,Rental unit in Cape Town · ★4.51 · 1 bedroom · 1 bed · 1 bath,227103,Joy,,Ward 77,-33.92009,18.41484,Entire home/apt,556,2,54,2023-03-22,0.42,8,230,6,
672103,Villa in Cape Town · ★5.0 · 3 bedrooms · 4 beds · 2 baths,3408518,Marc,,Ward 71,-34.04267,18.42773,Entire home/apt,5000,10,9,2022-01-06,0.07,1,173,0,
675177,Rental unit in Cape Town · ★4.59 · 2 bedrooms · 3 beds · 2 baths,2516345,Jaco,,Ward 115,-33.90066,18.40431,Entire home/apt,3593,3,22,2023-02-11,0.27,68,170,1,
678993,Home in Cape Town · ★4.90 · 2 bedrooms · 3 beds · 1 bath,3455821,Gwendoline,,Ward 57,-33.93618,18.46611,Entire home/apt,1074,2,62,2023-04-21,0.49,1,365,10,
686495,Villa in Cape Town · ★4.43 · 3 bedrooms · 3 beds · 2 baths,3517753,Odette,,Ward 54,-33.95909,18.37865,Entire home/apt,6000,5,8,2022-01-05,0.08,2,362,0,
688644,Place to stay in Cape Town · ★4.91 · 1 bedroom · 2 beds · 1 bath,615652,Doreen,,Ward 77,-33.93321,18.40691,Entire home/apt,3000,1,35,2022-12-06,0.27,5,211,2,
690609,Home in Cape Town · ★4.86 · 2 bedrooms · 2 beds · 1 bath,212014848,Ashley,,Ward 57,-33.93651,18.46634,Entire home/apt,900,3,173,2023-05-22,1.33,2,144,13,
697880,Guesthouse in Cape Town · ★4.84 · 1 bedroom · 1 bed · 1 bath,3576139,Angela,,Ward 57,-33.93624,18.44431,Entire home/apt,800,2,196,2023-05-07,1.53,3,365,11,
708351,Home in Cape Town · ★4.87 · 3 bedrooms · 3 beds · 2 baths,3642757,Jessica,,Ward 64,-34.08379,18.47682,Entire home/apt,1200,2,127,2023-06-18,0.98,1,29,18,
731764,Rental unit in Cape Town · ★4.82 · 2 bedrooms · 2 beds · 2 baths,3809204,Chantal,,Ward 54,-33.91953,18.38404,Entire home/apt,2357,10,12,2023-04-06,0.22,7,96,1,
731882,Condo in Cape Town · ★4.96 · 1 bedroom · 1 bed · 1 bath,3809204,Chantal,,Ward 115,-33.90204,18.39954,Entire home/apt,1279,10,25,2023-05-10,0.25,7,99,5,
732339,Rental unit in Cape Town · ★4.86 · 2 bedrooms · 2 beds · 1 bath,3812467,Otto,,Ward 21,-33.86673,18.64441,Entire home/apt,780,2,57,2023-06-23,0.57,3,261,8,
732409,Rental unit in Cape Town · ★4.84 · 2 bedrooms · 2 beds · 1 bath,3812467,Otto,,Ward 21,-33.8668,18.64443,Entire home/apt,720,2,52,2022-12-02,0.40,3,262,3,
736534,Guesthouse in Cape Town · ★4.86 · 1 bedroom · 1 bed · 1 private bath,3007248,Florian,,Ward 64,-34.12617,18.44861,Private room,1100,1,79,2023-06-23,0.87,19,343,18,
742345,Rental unit in Cape Town · ★3.94 · 1 bedroom · 1 bed · 1 bath,3886732,Koos,,Ward 115,-33.90999,18.41148,Entire home/apt,520,3,16,2023-03-09,0.34,85,0,7,
751785,Rental unit in Cape Town · ★4.0 · 1 bedroom · 1 bed · 1 bath,2516345,Jaco,,Ward 115,-33.92423,18.42283,Entire home/apt,955,3,14,2022-09-02,0.12,68,199,1,
754780,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,3971841,John,,Ward 57,-33.9345,18.46529,Private room,3912,14,0,,,1,0,0,
759767,Home in Cape Town · ★4.76 · 2 bedrooms · 2 beds · 2 baths,4004504,Steven,,Ward 55,-33.88595,18.48791,Entire home/apt,1700,10,19,2023-03-21,0.15,1,365,4,
768582,Rental unit in Cape Town · ★4.80 · 1 bedroom · 1 bed · 1 bath,4054512,Lizzie,,Ward 54,-33.91449,18.39401,Entire home/apt,600,5,11,2023-01-07,0.09,1,144,1,
771176,Rental unit in Cape Town · ★4.90 · 1 bedroom · 2 beds · 1 bath,4065747,Don,,Ward 77,-33.93915,18.42456,Entire home/apt,708,2,265,2023-06-17,2.06,1,323,21,
776601,Home in Cape Town · ★4.67 · 4 bedrooms · 4 beds · 3 baths,4094560,Amelia,,Ward 77,-33.94297,18.41952,Entire home/apt,8259,7,3,2023-01-06,0.04,3,14,1,
778089,Home in Cape Town · ★4.87 · 4 bedrooms · 4 beds · 4 baths,2130446,Heather,,Ward 61,-34.138901,18.328859,Entire home/apt,4500,2,16,2022-12-31,0.13,3,289,1,
782166,Guest suite in Green Point · ★4.84 · 1 bedroom · 2 beds · 1 bath,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,550,2,25,2023-01-27,0.20,2,257,1,
782208,Home in Green Point · ★4.89 · 4 bedrooms · 5 beds · 4 baths,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,3380,3,180,2023-05-05,1.41,2,190,16,
790177,Home in Cape Town · 2 bedrooms · 2 beds · 1 bath,4171143,Rob,,Ward 84,-34.08073,18.85926,Entire home/apt,1500,3,2,2023-03-07,0.03,1,335,1,
795400,Home in Cape Town · ★4.33 · 2 bedrooms · 2 beds · 1.5 baths,4190050,Rob,,Ward 57,-33.93292,18.44942,Entire home/apt,1100,7,6,2019-01-07,0.06,1,365,0,
795614,Home in Cape Town · ★4.73 · 4 bedrooms · 5 beds · 3.5 baths,4173981,Lisa,,Ward 77,-33.92842,18.40144,Entire home/apt,5332,7,16,2019-05-03,0.14,1,317,0,
800546,Rental unit in Cape Town · ★4.89 · 4 bedrooms · 5 beds · 4 baths,4214801,Mary-Louise,,Ward 54,-33.9469,18.37914,Entire home/apt,6250,1,86,2023-04-11,0.85,14,197,19,
800623,Rental unit in Cape Town · ★4.92 · 2 bedrooms · 3 beds · 2 baths,4214801,Mary-Louise,,Ward 54,-33.94707,18.37825,Entire home/apt,5000,1,96,2023-06-03,0.94,14,89,15,
801953,Rental unit in Cape Town · ★4.81 · 1 bedroom · 1 bath,4218169,Roy,,Ward 115,-33.91177,18.40159,Entire home/apt,1200,3,37,2022-09-30,0.35,1,153,1,
801981,Home in Cape Town · ★4.95 · 3 bedrooms · 5 beds · 2 baths,4221634,Tim,,Ward 74,-34.04001,18.36203,Entire home/apt,3371,3,20,2023-04-10,0.17,1,54,5,
807366,Home in Cape Town · ★4.92 · 2 bedrooms · 2 beds · 1 bath,4248754,Michaela,,Ward 55,-33.88519,18.48619,Entire home/apt,2149,4,25,2022-09-30,0.22,1,125,2,
810042,Cottage in Cape Town · ★4.97 · 2 bedrooms · 3 beds · 1.5 baths,4260566,Carol,,Ward 64,-34.12797,18.44605,Entire home/apt,1286,3,36,2023-06-11,0.28,2,138,13,
811611,Guest suite in Cape Town · ★4.86 · 1 bedroom · 2 beds · 1 bath,4267926,Ursula,,Ward 77,-33.92922,18.40736,Entire home/apt,890,2,280,2023-05-07,2.24,1,357,24,
812750,Home in Cape Town · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,3576139,Angela,,Ward 57,-33.9363,18.44329,Private room,600,5,82,2023-03-04,0.64,3,364,5,
820332,Home in Cape Town · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,539579,Antony,,Ward 77,-33.93115,18.40512,Private room,1000,1,9,2022-01-01,0.08,7,0,0,
841353,Home in Cape Town · ★4.88 · 1 bedroom · 2 beds · 1.5 baths,539579,Antony,,Ward 77,-33.93229,18.40659,Private room,1000,1,8,2022-01-03,0.06,7,0,0,
841355,Home in Cape Town · ★4.25 · 1 bedroom · 1 bed · 1 bath,539579,Antony,,Ward 77,-33.93129,18.40632,Private room,800,1,21,2023-02-24,0.17,7,0,1,
841358,Home in Cape Town · ★5.0 · 1 bedroom,539579,Antony,,Ward 77,-33.93273,18.40462,Private room,800,1,3,2023-02-08,0.03,7,0,2,
842387,Home in Cape Town · ★4.59 · 1 bedroom · 1 bed · 1.5 baths,4397998,Adam,,Ward 77,-33.93008,18.40549,Private room,428,2,87,2023-04-09,0.69,15,365,6,
855361,Guest suite in Cape Town · ★4.83 · 2 bedrooms · 2 beds · 2 baths,4468950,Ashley & Debbie,,Ward 74,-34.01501,18.36165,Entire home/apt,1900,2,23,2023-04-30,0.19,3,232,2,
857701,Home in Cape Town · ★4.89 · 3 bedrooms · 4 beds · 2 baths,4486696,Fatima,,Ward 61,-34.18236,18.42457,Entire home/apt,3000,5,28,2023-04-14,0.42,1,325,5,
858532,Loft in Cape Town · ★4.67 · 1 bedroom · 1 bed · 1 bath,4492187,Luz Zoraida,,Ward 115,-33.92523,18.42385,Entire home/apt,1000,7,36,2023-04-01,0.32,1,365,3,
861257,Home in Cape Town · ★4.53 · 1 bedroom · 1 bed · Shared half-bath,4397998,Adam,,Ward 77,-33.93011,18.40566,Private room,446,2,47,2023-03-20,0.40,15,364,4,
875916,Rental unit in Cape Town · ★4.22 · 2 bedrooms · 1 bed · 1 bath,4625439,Maureen,,Ward 74,-34.00893,18.34488,Entire home/apt,1400,4,9,2023-05-31,0.16,4,352,6,
879450,Rental unit in Cape Town · ★4.84 · 1 bedroom · 1 bed · 1 bath,692331,Louie,,Ward 58,-33.97567,18.47233,Entire home/apt,1389,2,76,2022-03-20,0.64,2,178,0,
887577,"Home in Noordhoek, Cape Town · 4 bedrooms · 4 beds · 3.5 baths",4706907,Bridget,,Ward 69,-34.11662,18.37807,Entire home/apt,9316,10,2,2020-01-06,0.04,1,0,0,
893053,Rental unit in Cape Town · ★4.76 · 1 bedroom · 1 bed · 1 bath,4749338,Katia,,Ward 115,-33.92222,18.41999,Entire home/apt,1097,3,34,2023-03-28,0.30,2,256,1,
897063,Rental unit in Cape Town · ★4.77 · 1 bedroom · 1 bed · 1 bath,3007944,Ian,,Ward 115,-33.91144,18.4116,Entire home/apt,670,3,120,2023-06-20,0.95,3,237,37,
900141,Cottage in Cape Town · ★4.86 · 2 bedrooms · 2 beds · 1 bath,4806391,Peter,,Ward 55,-33.87818,18.49576,Entire home/apt,1216,4,22,2023-05-03,0.21,1,328,2,
900802,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 private bath,4812503,June,,Ward 58,-33.96183,18.48047,Private room,600,1,11,2023-04-17,0.27,2,351,6,
